번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
585,1,2017,측면,단어,KETI_SL_0000000585.MTS,낯선여자,,
999,2,2017,정면,단어,KETI_SL_0000000999.MTS,낯선여자,,
1418,2,2017,측면,단어,KETI_SL_0000001418.MTS,낯선여자,,
1748,3,2017,정면,단어,KETI_SL_0000001748.MOV,낯선여자,,
2167,3,2017,측면,단어,KETI_SL_0000002167.MP4,낯선여자,,
2680,4,2017,정면,단어,KETI_SL_0000002680.MOV,낯선여자,,
3099,4,2017,측면,단어,KETI_SL_0000003099.MTS,낯선여자,,
3513,5,2017,정면,단어,KETI_SL_0000003513.MOV,낯선여자,,
3934,5,2017,측면,단어,KETI_SL_0000003934.MTS,낯선여자,,
4354,6,2017,정면,단어,KETI_SL_0000004354.MOV,낯선여자,,
4769,6,2017,측면,단어,KETI_SL_0000004769.MTS,낯선여자,,
5193,7,2017,정면,단어,KETI_SL_0000005193.MOV,낯선여자,,
5609,7,2017,측면,단어,KETI_SL_0000005609.MTS,낯선여자,,
6032,8,2017,정면,단어,KETI_SL_0000006032.MOV,낯선여자,,
6451,8,2017,측면,단어,KETI_SL_0000006451.MTS,낯선여자,,
6869,9,2017,정면,단어,KETI_SL_0000006869.MOV,낯선여자,,
7288,9,2017,측면,단어,KETI_SL_0000007288.MTS,낯선여자,,
7705,10,2017,정면,단어,KETI_SL_0000007705.MOV,낯선여자,,
8124,10,2017,측면,단어,KETI_SL_0000008124.MTS,낯선여자,,
165,1,2017,정면,단어,KETI_SL_0000000165.MOV,낯선사람,,
584,1,2017,측면,단어,KETI_SL_0000000584.MTS,낯선사람,,
998,2,2017,정면,단어,KETI_SL_0000000998.MTS,낯선사람,,
1417,2,2017,측면,단어,KETI_SL_0000001417.MTS,낯선사람,,
1747,3,2017,정면,단어,KETI_SL_0000001747.MOV,낯선사람,,
2166,3,2017,측면,단어,KETI_SL_0000002166.MP4,낯선사람,,
2679,4,2017,정면,단어,KETI_SL_0000002679.MOV,낯선사람,,
3098,4,2017,측면,단어,KETI_SL_0000003098.MTS,낯선사람,,
3512,5,2017,정면,단어,KETI_SL_0000003512.MOV,낯선사람,,
3933,5,2017,측면,단어,KETI_SL_0000003933.MTS,낯선사람,,
4353,6,2017,정면,단어,KETI_SL_0000004353.MOV,낯선사람,,
4768,6,2017,측면,단어,KETI_SL_0000004768.MTS,낯선사람,,
5192,7,2017,정면,단어,KETI_SL_0000005192.MOV,낯선사람,,
5608,7,2017,측면,단어,KETI_SL_0000005608.MTS,낯선사람,,
6031,8,2017,정면,단어,KETI_SL_0000006031.MOV,낯선사람,,
6450,8,2017,측면,단어,KETI_SL_0000006450.MTS,낯선사람,,
6868,9,2017,정면,단어,KETI_SL_0000006868.MOV,낯선사람,,
7287,9,2017,측면,단어,KETI_SL_0000007287.MTS,낯선사람,,
7704,10,2017,정면,단어,KETI_SL_0000007704.MOV,낯선사람,,
8123,10,2017,측면,단어,KETI_SL_0000008123.MTS,낯선사람,,
164,1,2017,정면,단어,KETI_SL_0000000164.MOV,낯선남자,,
583,1,2017,측면,단어,KETI_SL_0000000583.MTS,낯선남자,,
997,2,2017,정면,단어,KETI_SL_0000000997.MTS,낯선남자,,
1416,2,2017,측면,단어,KETI_SL_0000001416.MTS,낯선남자,,
1746,3,2017,정면,단어,KETI_SL_0000001746.MOV,낯선남자,,
2165,3,2017,측면,단어,KETI_SL_0000002165.MP4,낯선남자,,
2678,4,2017,정면,단어,KETI_SL_0000002678.MOV,낯선남자,,
3097,4,2017,측면,단어,KETI_SL_0000003097.MTS,낯선남자,,
3511,5,2017,정면,단어,KETI_SL_0000003511.MOV,낯선남자,,
3932,5,2017,측면,단어,KETI_SL_0000003932.MTS,낯선남자,,
4352,6,2017,정면,단어,KETI_SL_0000004352.MOV,낯선남자,,
4774,6,2017,측면,단어,KETI_SL_0000004774.MTS,낯선남자,,
5191,7,2017,정면,단어,KETI_SL_0000005191.MOV,낯선남자,,
5607,7,2017,측면,단어,KETI_SL_0000005607.MTS,낯선남자,,
6030,8,2017,정면,단어,KETI_SL_0000006030.MOV,낯선남자,,
6449,8,2017,측면,단어,KETI_SL_0000006449.MTS,낯선남자,,
6867,9,2017,정면,단어,KETI_SL_0000006867.MOV,낯선남자,,
7286,9,2017,측면,단어,KETI_SL_0000007286.MTS,낯선남자,,
7703,10,2017,정면,단어,KETI_SL_0000007703.MOV,낯선남자,,
8122,10,2017,측면,단어,KETI_SL_0000008122.MTS,낯선남자,,
163,1,2017,정면,단어,KETI_SL_0000000163.MOV,낫,,
582,1,2017,측면,단어,KETI_SL_0000000582.MTS,낫,,
996,2,2017,정면,단어,KETI_SL_0000000996.MTS,낫,,
1415,2,2017,측면,단어,KETI_SL_0000001415.MTS,낫,,
1745,3,2017,정면,단어,KETI_SL_0000001745.MOV,낫,,
2164,3,2017,측면,단어,KETI_SL_0000002164.MP4,낫,,
2677,4,2017,정면,단어,KETI_SL_0000002677.MOV,낫,,
3096,4,2017,측면,단어,KETI_SL_0000003096.MTS,낫,,
3510,5,2017,정면,단어,KETI_SL_0000003510.MOV,낫,,
3931,5,2017,측면,단어,KETI_SL_0000003931.MTS,낫,,
4351,6,2017,정면,단어,KETI_SL_0000004351.MOV,낫,,
4773,6,2017,측면,단어,KETI_SL_0000004773.MTS,낫,,
5190,7,2017,정면,단어,KETI_SL_0000005190.MOV,낫,,
5606,7,2017,측면,단어,KETI_SL_0000005606.MTS,낫,,
6029,8,2017,정면,단어,KETI_SL_0000006029.MOV,낫,,
6448,8,2017,측면,단어,KETI_SL_0000006448.MTS,낫,,
6866,9,2017,정면,단어,KETI_SL_0000006866.MOV,낫,,
7285,9,2017,측면,단어,KETI_SL_0000007285.MTS,낫,,
7702,10,2017,정면,단어,KETI_SL_0000007702.MOV,낫,,
8121,10,2017,측면,단어,KETI_SL_0000008121.MTS,낫,,
162,1,2017,정면,단어,KETI_SL_0000000162.MOV,납치,,
581,1,2017,측면,단어,KETI_SL_0000000581.MTS,납치,,
995,2,2017,정면,단어,KETI_SL_0000000995.MTS,납치,,
1414,2,2017,측면,단어,KETI_SL_0000001414.MTS,납치,,
1743,3,2017,정면,단어,KETI_SL_0000001743.MOV,납치,,
2162,3,2017,측면,단어,KETI_SL_0000002162.MP4,납치,,
2676,4,2017,정면,단어,KETI_SL_0000002676.MOV,납치,,
3095,4,2017,측면,단어,KETI_SL_0000003095.MTS,납치,,
3509,5,2017,정면,단어,KETI_SL_0000003509.MOV,납치,,
3930,5,2017,측면,단어,KETI_SL_0000003930.MTS,납치,,
4350,6,2017,정면,단어,KETI_SL_0000004350.MOV,납치,,
4772,6,2017,측면,단어,KETI_SL_0000004772.MTS,납치,,
5189,7,2017,정면,단어,KETI_SL_0000005189.MOV,납치,,
5605,7,2017,측면,단어,KETI_SL_0000005605.MTS,납치,,
6028,8,2017,정면,단어,KETI_SL_0000006028.MOV,납치,,
6447,8,2017,측면,단어,KETI_SL_0000006447.MTS,납치,,
6865,9,2017,정면,단어,KETI_SL_0000006865.MOV,납치,,
7284,9,2017,측면,단어,KETI_SL_0000007284.MTS,납치,,
7701,10,2017,정면,단어,KETI_SL_0000007701.MOV,납치,,
8120,10,2017,측면,단어,KETI_SL_0000008120.MTS,납치,,
161,1,2017,정면,단어,KETI_SL_0000000161.MOV,남학생,,
580,1,2017,측면,단어,KETI_SL_0000000580.MTS,남학생,,
994,2,2017,정면,단어,KETI_SL_0000000994.MTS,남학생,,
1413,2,2017,측면,단어,KETI_SL_0000001413.MTS,남학생,,
1742,3,2017,정면,단어,KETI_SL_0000001742.MOV,남학생,,
2161,3,2017,측면,단어,KETI_SL_0000002161.MP4,남학생,,
2675,4,2017,정면,단어,KETI_SL_0000002675.MOV,남학생,,
3094,4,2017,측면,단어,KETI_SL_0000003094.MTS,남학생,,
3508,5,2017,정면,단어,KETI_SL_0000003508.MOV,남학생,,
3929,5,2017,측면,단어,KETI_SL_0000003929.MTS,남학생,,
4349,6,2017,정면,단어,KETI_SL_0000004349.MOV,남학생,,
4771,6,2017,측면,단어,KETI_SL_0000004771.MTS,남학생,,
5188,7,2017,정면,단어,KETI_SL_0000005188.MOV,남학생,,
5604,7,2017,측면,단어,KETI_SL_0000005604.MTS,남학생,,
6027,8,2017,정면,단어,KETI_SL_0000006027.MOV,남학생,,
6446,8,2017,측면,단어,KETI_SL_0000006446.MTS,남학생,,
6864,9,2017,정면,단어,KETI_SL_0000006864.MOV,남학생,,
7283,9,2017,측면,단어,KETI_SL_0000007283.MTS,남학생,,
7700,10,2017,정면,단어,KETI_SL_0000007700.MOV,남학생,,
8119,10,2017,측면,단어,KETI_SL_0000008119.MTS,남학생,,
8463,1,2017,정면,문장,KETI_SL_0000008463.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
8568,1,2017,측면,문장,KETI_SL_0000008568.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
8673,2,2017,정면,문장,KETI_SL_0000008673.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
8778,2,2017,측면,문장,KETI_SL_0000008778.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
8883,3,2017,정면,문장,KETI_SL_0000008883.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
8988,3,2017,측면,문장,KETI_SL_0000008988.MP4,남편이 높은데서 떨어져서 머리에서 피나요,,
9093,4,2017,정면,문장,KETI_SL_0000009093.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
9198,4,2017,측면,문장,KETI_SL_0000009198.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
9303,5,2017,정면,문장,KETI_SL_0000009303.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
9408,5,2017,측면,문장,KETI_SL_0000009408.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
9513,6,2017,정면,문장,KETI_SL_0000009513.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
9617,6,2017,측면,문장,KETI_SL_0000009617.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
9723,7,2017,정면,문장,KETI_SL_0000009723.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
9828,7,2017,측면,문장,KETI_SL_0000009828.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
9933,8,2017,정면,문장,KETI_SL_0000009933.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
10038,8,2017,측면,문장,KETI_SL_0000010038.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
10143,9,2017,정면,문장,KETI_SL_0000010143.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
10248,9,2017,측면,문장,KETI_SL_0000010248.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
10353,10,2017,정면,문장,KETI_SL_0000010353.MOV,남편이 높은데서 떨어져서 머리에서 피나요,,
10458,10,2017,측면,문장,KETI_SL_0000010458.MTS,남편이 높은데서 떨어져서 머리에서 피나요,,
160,1,2017,정면,단어,KETI_SL_0000000160.MOV,남편,,
579,1,2017,측면,단어,KETI_SL_0000000579.MTS,남편,,
993,2,2017,정면,단어,KETI_SL_0000000993.MTS,남편,,
1412,2,2017,측면,단어,KETI_SL_0000001412.MTS,남편,,
1741,3,2017,정면,단어,KETI_SL_0000001741.MOV,남편,,
2160,3,2017,측면,단어,KETI_SL_0000002160.MP4,남편,,
2674,4,2017,정면,단어,KETI_SL_0000002674.MOV,남편,,
3093,4,2017,측면,단어,KETI_SL_0000003093.MTS,남편,,
3507,5,2017,정면,단어,KETI_SL_0000003507.MOV,남편,,
3928,5,2017,측면,단어,KETI_SL_0000003928.MTS,남편,,
4348,6,2017,정면,단어,KETI_SL_0000004348.MOV,남편,,
4765,6,2017,측면,단어,KETI_SL_0000004765.MTS,남편,,
5187,7,2017,정면,단어,KETI_SL_0000005187.MOV,남편,,
5603,7,2017,측면,단어,KETI_SL_0000005603.MTS,남편,,
6026,8,2017,정면,단어,KETI_SL_0000006026.MOV,남편,,
6445,8,2017,측면,단어,KETI_SL_0000006445.MTS,남편,,
6863,9,2017,정면,단어,KETI_SL_0000006863.MOV,남편,,
7282,9,2017,측면,단어,KETI_SL_0000007282.MTS,남편,,
7699,10,2017,정면,단어,KETI_SL_0000007699.MOV,남편,,
8118,10,2017,측면,단어,KETI_SL_0000008118.MTS,남편,,
159,1,2017,정면,단어,KETI_SL_0000000159.MOV,남자친구,,
578,1,2017,측면,단어,KETI_SL_0000000578.MTS,남자친구,,
992,2,2017,정면,단어,KETI_SL_0000000992.MTS,남자친구,,
1411,2,2017,측면,단어,KETI_SL_0000001411.MTS,남자친구,,
1740,3,2017,정면,단어,KETI_SL_0000001740.MOV,남자친구,,
2159,3,2017,측면,단어,KETI_SL_0000002159.MP4,남자친구,,
2673,4,2017,정면,단어,KETI_SL_0000002673.MOV,남자친구,,
3092,4,2017,측면,단어,KETI_SL_0000003092.MTS,남자친구,,
3506,5,2017,정면,단어,KETI_SL_0000003506.MOV,남자친구,,
3927,5,2017,측면,단어,KETI_SL_0000003927.MTS,남자친구,,
4347,6,2017,정면,단어,KETI_SL_0000004347.MOV,남자친구,,
4764,6,2017,측면,단어,KETI_SL_0000004764.MTS,남자친구,,
5186,7,2017,정면,단어,KETI_SL_0000005186.MOV,남자친구,,
5602,7,2017,측면,단어,KETI_SL_0000005602.MTS,남자친구,,
6025,8,2017,정면,단어,KETI_SL_0000006025.MOV,남자친구,,
6444,8,2017,측면,단어,KETI_SL_0000006444.MTS,남자친구,,
6862,9,2017,정면,단어,KETI_SL_0000006862.MOV,남자친구,,
7281,9,2017,측면,단어,KETI_SL_0000007281.MTS,남자친구,,
7698,10,2017,정면,단어,KETI_SL_0000007698.MOV,남자친구,,
8117,10,2017,측면,단어,KETI_SL_0000008117.MTS,남자친구,,
158,1,2017,정면,단어,KETI_SL_0000000158.MOV,끓는물,,
577,1,2017,측면,단어,KETI_SL_0000000577.MTS,끓는물,,
991,2,2017,정면,단어,KETI_SL_0000000991.MTS,끓는물,,
1410,2,2017,측면,단어,KETI_SL_0000001410.MTS,끓는물,,
1739,3,2017,정면,단어,KETI_SL_0000001739.MOV,끓는물,,
2158,3,2017,측면,단어,KETI_SL_0000002158.MP4,끓는물,,
2672,4,2017,정면,단어,KETI_SL_0000002672.MOV,끓는물,,
3091,4,2017,측면,단어,KETI_SL_0000003091.MTS,끓는물,,
3505,5,2017,정면,단어,KETI_SL_0000003505.MOV,끓는물,,
3926,5,2017,측면,단어,KETI_SL_0000003926.MTS,끓는물,,
4346,6,2017,정면,단어,KETI_SL_0000004346.MOV,끓는물,,
4763,6,2017,측면,단어,KETI_SL_0000004763.MTS,끓는물,,
5185,7,2017,정면,단어,KETI_SL_0000005185.MOV,끓는물,,
5601,7,2017,측면,단어,KETI_SL_0000005601.MTS,끓는물,,
6024,8,2017,정면,단어,KETI_SL_0000006024.MOV,끓는물,,
6443,8,2017,측면,단어,KETI_SL_0000006443.MTS,끓는물,,
6861,9,2017,정면,단어,KETI_SL_0000006861.MOV,끓는물,,
7280,9,2017,측면,단어,KETI_SL_0000007280.MTS,끓는물,,
7697,10,2017,정면,단어,KETI_SL_0000007697.MOV,끓는물,,
8116,10,2017,측면,단어,KETI_SL_0000008116.MTS,끓는물,,
157,1,2017,정면,단어,KETI_SL_0000000157.MOV,깔리다,,
576,1,2017,측면,단어,KETI_SL_0000000576.MTS,깔리다,,
990,2,2017,정면,단어,KETI_SL_0000000990.MTS,깔리다,,
1409,2,2017,측면,단어,KETI_SL_0000001409.MTS,깔리다,,
1738,3,2017,정면,단어,KETI_SL_0000001738.MOV,깔리다,,
2157,3,2017,측면,단어,KETI_SL_0000002157.MP4,깔리다,,
2671,4,2017,정면,단어,KETI_SL_0000002671.MOV,깔리다,,
3090,4,2017,측면,단어,KETI_SL_0000003090.MTS,깔리다,,
3504,5,2017,정면,단어,KETI_SL_0000003504.MOV,깔리다,,
3925,5,2017,측면,단어,KETI_SL_0000003925.MTS,깔리다,,
4345,6,2017,정면,단어,KETI_SL_0000004345.MOV,깔리다,,
4767,6,2017,측면,단어,KETI_SL_0000004767.MTS,깔리다,,
5184,7,2017,정면,단어,KETI_SL_0000005184.MOV,깔리다,,
5600,7,2017,측면,단어,KETI_SL_0000005600.MTS,깔리다,,
6023,8,2017,정면,단어,KETI_SL_0000006023.MOV,깔리다,,
6442,8,2017,측면,단어,KETI_SL_0000006442.MTS,깔리다,,
6860,9,2017,정면,단어,KETI_SL_0000006860.MOV,깔리다,,
7279,9,2017,측면,단어,KETI_SL_0000007279.MTS,깔리다,,
7696,10,2017,정면,단어,KETI_SL_0000007696.MOV,깔리다,,
8115,10,2017,측면,단어,KETI_SL_0000008115.MTS,깔리다,,
156,1,2017,정면,단어,KETI_SL_0000000156.MOV,기절하다,,
575,1,2017,측면,단어,KETI_SL_0000000575.MTS,기절하다,,
989,2,2017,정면,단어,KETI_SL_0000000989.MTS,기절하다,,
1408,2,2017,측면,단어,KETI_SL_0000001408.MTS,기절하다,,
1737,3,2017,정면,단어,KETI_SL_0000001737.MOV,기절하다,,
2156,3,2017,측면,단어,KETI_SL_0000002156.MP4,기절하다,,
2670,4,2017,정면,단어,KETI_SL_0000002670.MOV,기절하다,,
3089,4,2017,측면,단어,KETI_SL_0000003089.MTS,기절하다,,
3503,5,2017,정면,단어,KETI_SL_0000003503.MOV,기절하다,,
3924,5,2017,측면,단어,KETI_SL_0000003924.MTS,기절하다,,
4344,6,2017,정면,단어,KETI_SL_0000004344.MOV,기절하다,,
4766,6,2017,측면,단어,KETI_SL_0000004766.MTS,기절하다,,
5182,7,2017,정면,단어,KETI_SL_0000005182.MOV,기절하다,,
5598,7,2017,측면,단어,KETI_SL_0000005598.MTS,기절하다,,
6022,8,2017,정면,단어,KETI_SL_0000006022.MOV,기절하다,,
6441,8,2017,측면,단어,KETI_SL_0000006441.MTS,기절하다,,
6859,9,2017,정면,단어,KETI_SL_0000006859.MOV,기절하다,,
7278,9,2017,측면,단어,KETI_SL_0000007278.MTS,기절하다,,
7695,10,2017,정면,단어,KETI_SL_0000007695.MOV,기절하다,,
8114,10,2017,측면,단어,KETI_SL_0000008114.MTS,기절하다,,
155,1,2017,정면,단어,KETI_SL_0000000155.MOV,기절,,
574,1,2017,측면,단어,KETI_SL_0000000574.MTS,기절,,
988,2,2017,정면,단어,KETI_SL_0000000988.MTS,기절,,
1407,2,2017,측면,단어,KETI_SL_0000001407.MTS,기절,,
1736,3,2017,정면,단어,KETI_SL_0000001736.MOV,기절,,
2155,3,2017,측면,단어,KETI_SL_0000002155.MP4,기절,,
2669,4,2017,정면,단어,KETI_SL_0000002669.MOV,기절,,
3088,4,2017,측면,단어,KETI_SL_0000003088.MTS,기절,,
3502,5,2017,정면,단어,KETI_SL_0000003502.MOV,기절,,
3923,5,2017,측면,단어,KETI_SL_0000003923.MTS,기절,,
4343,6,2017,정면,단어,KETI_SL_0000004343.MOV,기절,,
4759,6,2017,측면,단어,KETI_SL_0000004759.MTS,기절,,
5181,7,2017,정면,단어,KETI_SL_0000005181.MOV,기절,,
5597,7,2017,측면,단어,KETI_SL_0000005597.MTS,기절,,
6021,8,2017,정면,단어,KETI_SL_0000006021.MOV,기절,,
6440,8,2017,측면,단어,KETI_SL_0000006440.MTS,기절,,
6858,9,2017,정면,단어,KETI_SL_0000006858.MOV,기절,,
7277,9,2017,측면,단어,KETI_SL_0000007277.MTS,기절,,
7694,10,2017,정면,단어,KETI_SL_0000007694.MOV,기절,,
8113,10,2017,측면,단어,KETI_SL_0000008113.MTS,기절,,
8417,1,2017,정면,문장,KETI_SL_0000008417.MOV,급류에 친구가 휩쓸렸어요,,
8522,1,2017,측면,문장,KETI_SL_0000008522.MTS,급류에 친구가 휩쓸렸어요,,
8627,2,2017,정면,문장,KETI_SL_0000008627.MTS,급류에 친구가 휩쓸렸어요,,
8732,2,2017,측면,문장,KETI_SL_0000008732.MTS,급류에 친구가 휩쓸렸어요,,
8837,3,2017,정면,문장,KETI_SL_0000008837.MOV,급류에 친구가 휩쓸렸어요,,
8942,3,2017,측면,문장,KETI_SL_0000008942.MP4,급류에 친구가 휩쓸렸어요,,
9047,4,2017,정면,문장,KETI_SL_0000009047.MOV,급류에 친구가 휩쓸렸어요,,
9152,4,2017,측면,문장,KETI_SL_0000009152.MTS,급류에 친구가 휩쓸렸어요,,
9257,5,2017,정면,문장,KETI_SL_0000009257.MOV,급류에 친구가 휩쓸렸어요,,
9362,5,2017,측면,문장,KETI_SL_0000009362.MTS,급류에 친구가 휩쓸렸어요,,
9467,6,2017,정면,문장,KETI_SL_0000009467.MOV,급류에 친구가 휩쓸렸어요,,
9571,6,2017,측면,문장,KETI_SL_0000009571.MTS,급류에 친구가 휩쓸렸어요,,
9677,7,2017,정면,문장,KETI_SL_0000009677.MOV,급류에 친구가 휩쓸렸어요,,
9782,7,2017,측면,문장,KETI_SL_0000009782.MTS,급류에 친구가 휩쓸렸어요,,
9887,8,2017,정면,문장,KETI_SL_0000009887.MOV,급류에 친구가 휩쓸렸어요,,
9992,8,2017,측면,문장,KETI_SL_0000009992.MTS,급류에 친구가 휩쓸렸어요,,
10097,9,2017,정면,문장,KETI_SL_0000010097.MOV,급류에 친구가 휩쓸렸어요,,
10202,9,2017,측면,문장,KETI_SL_0000010202.MTS,급류에 친구가 휩쓸렸어요,,
10307,10,2017,정면,문장,KETI_SL_0000010307.MOV,급류에 친구가 휩쓸렸어요,,
10412,10,2017,측면,문장,KETI_SL_0000010412.MTS,급류에 친구가 휩쓸렸어요,,
154,1,2017,정면,단어,KETI_SL_0000000154.MOV,급류,,
573,1,2017,측면,단어,KETI_SL_0000000573.MTS,급류,,
987,2,2017,정면,단어,KETI_SL_0000000987.MTS,급류,,
1406,2,2017,측면,단어,KETI_SL_0000001406.MTS,급류,,
1735,3,2017,정면,단어,KETI_SL_0000001735.MOV,급류,,
2154,3,2017,측면,단어,KETI_SL_0000002154.MP4,급류,,
2668,4,2017,정면,단어,KETI_SL_0000002668.MOV,급류,,
3087,4,2017,측면,단어,KETI_SL_0000003087.MTS,급류,,
3501,5,2017,정면,단어,KETI_SL_0000003501.MOV,급류,,
3922,5,2017,측면,단어,KETI_SL_0000003922.MTS,급류,,
4342,6,2017,정면,단어,KETI_SL_0000004342.MOV,급류,,
4758,6,2017,측면,단어,KETI_SL_0000004758.MTS,급류,,
5180,7,2017,정면,단어,KETI_SL_0000005180.MOV,급류,,
5596,7,2017,측면,단어,KETI_SL_0000005596.MTS,급류,,
6020,8,2017,정면,단어,KETI_SL_0000006020.MOV,급류,,
6439,8,2017,측면,단어,KETI_SL_0000006439.MTS,급류,,
6857,9,2017,정면,단어,KETI_SL_0000006857.MOV,급류,,
7276,9,2017,측면,단어,KETI_SL_0000007276.MTS,급류,,
7693,10,2017,정면,단어,KETI_SL_0000007693.MOV,급류,,
8112,10,2017,측면,단어,KETI_SL_0000008112.MTS,급류,,
153,1,2017,정면,단어,KETI_SL_0000000153.MOV,금천구,,
572,1,2017,측면,단어,KETI_SL_0000000572.MTS,금천구,,
986,2,2017,정면,단어,KETI_SL_0000000986.MTS,금천구,,
1405,2,2017,측면,단어,KETI_SL_0000001405.MTS,금천구,,
1734,3,2017,정면,단어,KETI_SL_0000001734.MOV,금천구,,
2153,3,2017,측면,단어,KETI_SL_0000002153.MP4,금천구,,
2667,4,2017,정면,단어,KETI_SL_0000002667.MOV,금천구,,
3086,4,2017,측면,단어,KETI_SL_0000003086.MTS,금천구,,
3500,5,2017,정면,단어,KETI_SL_0000003500.MOV,금천구,,
3921,5,2017,측면,단어,KETI_SL_0000003921.MTS,금천구,,
4341,6,2017,정면,단어,KETI_SL_0000004341.MOV,금천구,,
4762,6,2017,측면,단어,KETI_SL_0000004762.MTS,금천구,,
5179,7,2017,정면,단어,KETI_SL_0000005179.MOV,금천구,,
5595,7,2017,측면,단어,KETI_SL_0000005595.MTS,금천구,,
6019,8,2017,정면,단어,KETI_SL_0000006019.MOV,금천구,,
6438,8,2017,측면,단어,KETI_SL_0000006438.MTS,금천구,,
6856,9,2017,정면,단어,KETI_SL_0000006856.MOV,금천구,,
7275,9,2017,측면,단어,KETI_SL_0000007275.MTS,금천구,,
7692,10,2017,정면,단어,KETI_SL_0000007692.MOV,금천구,,
8111,10,2017,측면,단어,KETI_SL_0000008111.MTS,금천구,,
152,1,2017,정면,단어,KETI_SL_0000000152.MOV,금요일,,
571,1,2017,측면,단어,KETI_SL_0000000571.MTS,금요일,,
985,2,2017,정면,단어,KETI_SL_0000000985.MTS,금요일,,
1404,2,2017,측면,단어,KETI_SL_0000001404.MTS,금요일,,
1732,3,2017,정면,단어,KETI_SL_0000001732.MOV,금요일,,
2151,3,2017,측면,단어,KETI_SL_0000002151.MP4,금요일,,
2666,4,2017,정면,단어,KETI_SL_0000002666.MOV,금요일,,
3085,4,2017,측면,단어,KETI_SL_0000003085.MTS,금요일,,
3499,5,2017,정면,단어,KETI_SL_0000003499.MOV,금요일,,
3920,5,2017,측면,단어,KETI_SL_0000003920.MTS,금요일,,
4340,6,2017,정면,단어,KETI_SL_0000004340.MOV,금요일,,
4756,6,2017,측면,단어,KETI_SL_0000004756.MTS,금요일,,
5178,7,2017,정면,단어,KETI_SL_0000005178.MOV,금요일,,
5594,7,2017,측면,단어,KETI_SL_0000005594.MTS,금요일,,
6018,8,2017,정면,단어,KETI_SL_0000006018.MOV,금요일,,
6437,8,2017,측면,단어,KETI_SL_0000006437.MTS,금요일,,
6855,9,2017,정면,단어,KETI_SL_0000006855.MOV,금요일,,
7274,9,2017,측면,단어,KETI_SL_0000007274.MTS,금요일,,
7691,10,2017,정면,단어,KETI_SL_0000007691.MOV,금요일,,
8110,10,2017,측면,단어,KETI_SL_0000008110.MTS,금요일,,
151,1,2017,정면,단어,KETI_SL_0000000151.MOV,금가다,,
570,1,2017,측면,단어,KETI_SL_0000000570.MTS,금가다,,
984,2,2017,정면,단어,KETI_SL_0000000984.MTS,금가다,,
1403,2,2017,측면,단어,KETI_SL_0000001403.MTS,금가다,,
1731,3,2017,정면,단어,KETI_SL_0000001731.MOV,금가다,,
2150,3,2017,측면,단어,KETI_SL_0000002150.MP4,금가다,,
2665,4,2017,정면,단어,KETI_SL_0000002665.MOV,금가다,,
3084,4,2017,측면,단어,KETI_SL_0000003084.MTS,금가다,,
3498,5,2017,정면,단어,KETI_SL_0000003498.MOV,금가다,,
3919,5,2017,측면,단어,KETI_SL_0000003919.MTS,금가다,,
4339,6,2017,정면,단어,KETI_SL_0000004339.MOV,금가다,,
4761,6,2017,측면,단어,KETI_SL_0000004761.MTS,금가다,,
5177,7,2017,정면,단어,KETI_SL_0000005177.MOV,금가다,,
5593,7,2017,측면,단어,KETI_SL_0000005593.MTS,금가다,,
6017,8,2017,정면,단어,KETI_SL_0000006017.MOV,금가다,,
6436,8,2017,측면,단어,KETI_SL_0000006436.MTS,금가다,,
6854,9,2017,정면,단어,KETI_SL_0000006854.MOV,금가다,,
7273,9,2017,측면,단어,KETI_SL_0000007273.MTS,금가다,,
7690,10,2017,정면,단어,KETI_SL_0000007690.MOV,금가다,,
8109,10,2017,측면,단어,KETI_SL_0000008109.MTS,금가다,,
8390,1,2017,정면,문장,KETI_SL_0000008390.MOV,근처에서 폭탄이 터졌어요,,
8495,1,2017,측면,문장,KETI_SL_0000008495.MTS,근처에서 폭탄이 터졌어요,,
8600,2,2017,정면,문장,KETI_SL_0000008600.MTS,근처에서 폭탄이 터졌어요,,
8705,2,2017,측면,문장,KETI_SL_0000008705.MTS,근처에서 폭탄이 터졌어요,,
8810,3,2017,정면,문장,KETI_SL_0000008810.MOV,근처에서 폭탄이 터졌어요,,
8915,3,2017,측면,문장,KETI_SL_0000008915.MP4,근처에서 폭탄이 터졌어요,,
